Stock #,Availability,Shape,Weight,Clarity,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Price,Total Price,Discount Percent,Image Link,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Video Link,Cut Grade,Polish,Symmetry,Depth Percent,Table Percent,Fluorescence Intensity,Fluorescence Color,Lab,Certificate #,Certificate Url,Cert Comment,Culet Condition,Culet Size,Girdle Percent,Girdle Condition,Girdle Thick,Girdle Thin,Measurements,Measurements Depth,Measurements Length,Measurements Width,Milky,Pavilion Depth,BGM,Crown Height,Crown Angle,Pavilion Angle,Laser Inscription,Member Comments,Pair,H&A,City,State,Country,Stock Number for Matching Pair,Share Access,Eye Clean,Featured,Table Open,Crown Open,Girdle Open,Star Length,Type,Tinge,Luster,Black Inclusion,Location of Black,Table Inclusion,Key To Symbol,Surface Graining,Internal Graining,Inclusion Pattern,Diamond Origin Report,Short Title,Arrival Date,Growth Type
,Yes,Asscher,"5,00",VS2,G,,,,"2117,50","10587,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHQ08E-1,-,EX,EX,"68,50","66,50",,,IGI,532251634,,,,,,,,,,9.29,9.27,6.35,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,59",SI1,G,,,,"900,00","3231,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGB61A-6,-,EX,EX,"65,70","67,50",,,IGI,497170467,,,,,,,,,,8.51,8.49,5.58,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,44",VS1,I,,,,"935,00","3216,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGG14B-9,-,EX,EX,"68,40","65,00",,,GIA,1417346413,,,,,,,,,,8.27,8.25,5.64,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,22",VS2,I,,,,"775,00","2495,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGH85B-5,-,EX,EX,"68,10","65,00",,,GIA,2394707700,,,,,,,,,,08.02,08.01,5.46,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,19",VVS2,G,,,,"1250,00","3987,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGX37B-5,-,EX,EX,"69,60","62,00",,,GIA,2386370451,,,,,,,,,,8.15,8,5.57,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,13",VVS2,H,,,,"1075,00","3364,75",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGB27B-6,-,VG,EX,"64,60","64,00",,,GIA,7382041481,,,,,,,,,,8.17,08.06,5.2,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,02",VVS2,G,,,,"1250,00","3775,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGX37A-3,-,EX,VG,"66,30","59,00",,,GIA,6382370393,,,,,,,,,,08.03,7.76,5.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"3,00",VS1,H,,,,"1000,00","3000,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGB24F-1,-,EX,VG,"64,20","69,00",,,GIA,2215712503,,,,,,,,,,7.98,7.82,05.02,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,82",SI1,D,,,,"981,50","2767,83",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGL53B-3,-,EX,EX,"69,10","64,00",,,GIA,6392478946,,,,,,,,,,7.63,7.62,5.27,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,61",VS1,F,,,,"1062,50","2773,13",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB04L-7,-,EX,EX,"68,20","66,00",,,GIA,6432614423,,,,,,,,,,7.66,7.6,5.18,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,48",VS1,F,,,,"1062,50","2635,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB04L-13,-,EX,EX,"68,00","67,00",,,GIA,2437472424,,,,,,,,,,7.5,7.48,05.09,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,16",VS2,F,,,,"891,25","1925,10",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB04J-11,-,EX,EX,"68,40","65,00",,,GIA,1438468443,,,,,,,,,,7.17,7.16,4.9,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,06",VS2,F,,,,"891,25","1835,98",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB05A-2,,EX,EX,"67,90","66,00",,,GIA,5436401730,,,,,,,,,,7.11,07.09,4.82,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,02",VS1,G,,,,"891,25","1800,33",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB05A-3,-,EX,EX,"69,30","63,00",,,GIA,6432469135,,,,,,,,,,6.99,6.96,4.82,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"2,02",VS1,H,,,,"682,50","1378,65",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKB05B-3,-,EX,EX,"65,00","65,00",,,IGI,530214262,,,,,,,,,,7.13,07.09,4.61,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,76",VS2,E,,,,"944,00","1661,44",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGB33A-9,-,EX,EX,"67,00","68,00",,,GIA,6392687793,,,,,,,,,,6.6,6.57,4.4,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,56",VS1,F,,,,"854,00","1332,24",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGIAS-6,-,EX,EX,"61,00","65,00",,,IGI,400909769,,,,,,,,,,6.36,6.34,3.87,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,50",SI1,E,,,,"735,00","1102,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LPF06A-12,-,EX,EX,"68,20","66,50",,,IGI,534252279,,,,,,,,,,6.36,6.33,4.32,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,20",VS2,F,,,,"517,50","621,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP16A-12,-,EX,EX,"67,90","66,50",,,IGI,544251796,,,,,,,,,,5.89,5.89,4,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,16",VVS2,J,,,,"330,00","382,80",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP167B-6,-,EX,EX,"66,80","66,50",,,IGI,542235904,,,,,,,,,,5.84,5.81,3.88,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,15",VVS2,F,,,,"600,00","690,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFH03A-10,-,EX,EX,"68,10","66,00",,,IGI,542235902,,,,,,,,,,5.83,5.83,3.97,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,08",SI1,E,,,,"450,00","486,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFH03A-9,-,EX,EX,"67,80","67,50",,,IGI,542235888,,,,,,,,,,5.7,5.69,3.86,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,02",SI1,H,,,,"375,00","382,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP167B-5,-,EX,EX,"65,30","66,50",,,IGI,542235896,,,,,,,,,,5.68,5.65,3.69,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"1,00",VS2,E,,,,"540,00","540,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGL83G-10,-,EX,EX,"68,50","65,00",,,IGI,497170490,,,,,,,,,,5.4,5.39,3.69,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Asscher,"0,72",VS1,E,,,,"672,00","483,84",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFW03U-11,-,EX,EX,"67,70","67,00",,,IGI,534253073,,,,,,,,,,4.89,4.89,3.31,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"5,03",VS1,H,,,,"2130,00","10713,90",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHQ05D-1,-,VG,EX,"67,10","63,00",,,GIA,6435415782,,,,,,,,,,10.13,9.82,6.59,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,75",VVS2,H,,,,"1236,25","4635,94",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFV02A-1,-,EX,EX,"68,90","63,00",,,GIA,2414885937,,,,,,,,,,8.87,8.85,6.1,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,51",VS1,E,,,,"1400,00","4914,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGSDK-12,-,VG,VG,"61,60","67,50",,,IGI,414076665,,,,,,,,,,8.55,8.5,5.24,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,49",SI1,I,,,,"700,00","2443,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGG57A-5,-,EX,EX,"66,30","62,00",,,IGI,512228251,,,,,,,,,,8.99,8.79,5.83,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,37",VS2,H,,,,"900,00","3033,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKA04C-2,,EX,EX,"66,50","63,00",,,GIA,2437360575,,,,,,,,,,8.79,8.69,5.78,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,31",SI2,I,,,,"540,00","1787,40",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LGH05A-8,-,EX,VG,"65,50","64,50",,,IGI,447091137,,,,,,,,,,8.88,8.7,5.7,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,29",SI1,G,,,,"900,00","2961,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA08A-6,-,EX,EX,"67,50","64,00",,,GIA,1419460096,,,,,,,,,,8.66,8.55,5.77,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,28",SI1,I,,,,"630,00","2066,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA10A-4,-,EX,EX,"67,20","63,50",,,IGI,516243190,,,,,,,,,,8.72,8.65,5.81,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,21",VVS2,H,,,,"1075,00","3450,75",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFV02C-11,-,EX,EX,"71,50","62,00",,,GIA,1428071951,,,,,,,,,,8.59,8.25,5.9,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,20",SI1,G,,,,"900,00","2880,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA08A-2,-,EX,EX,"64,70","63,00",,,GIA,7413779304,,,,,,,,,,8.85,8.67,5.61,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,13",VS1,I,,,,"850,00","2660,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP24D-1,-,EX,EX,"68,80","65,00",,,GIA,3415963180,,,,,,,,,,8.44,8.44,5.8,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,13",VS1,G,,,,"1125,00","3521,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA03A-10,-,EX,EX,"65,50","64,00",,,GIA,3415460174,,,,,,,,,,8.67,8.52,5.58,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,12",VS1,F,,,,"1250,00","3900,00",,,,,,,,,-,EX,EX,"68,40","64,00",,,GIA,1417963465,,,,,,,,,,8.41,8.38,5.73,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,09",SI1,H,,,,"800,00","2472,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA36A-9,-,EX,EX,"66,20","63,00",,,GIA,6425401098,,,,,,,,,,8.61,8.42,5.57,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,09",VS1,I,,,,"765,00","2363,85",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHQ06E-2,-,EX,EX,"67,50","63,50",,,IGI,533221421,,,,,,,,,,8.44,8.34,5.63,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,09",SI1,I,,,,"630,00","1946,70",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS12A-948,-,EX,EX,"70,20","63,50",,,IGI,549296463,,,,,,,,,,9.73,7.78,5.46,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,04",SI1,F,,,,"975,00","2964,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA08A-9,-,EX,EX,"67,20","65,00",,,GIA,6411261185,,,,,,,,,,8.51,8.5,5.72,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,03",VVS2,H,,,,"1075,00","3257,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGB61A-7,-,EX,EX,"65,80","63,00",,,GIA,7408949772,,,,,,,,,,8.59,8.38,5.51,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,02",VS1,F,,,,"1125,00","3397,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG22A-6,-,EX,EX,"67,30","64,00",,,IGI,539230346,,,,,,,,,,8.65,7.96,5.36,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,01",VS1,G,,,,"1012,50","3047,63",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG22A-3,-,EX,EX,"67,50","67,00",,,IGI,542210494,,,,,,,,,,8.91,7.75,5.23,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,01",VS2,G,,,,"922,50","2776,73",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG22A-4,-,EX,EX,"66,20","64,50",,,IGI,541249883,,,,,,,,,,09.05,7.95,5.26,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,00",VS2,H,,,,"810,00","2430,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKA04D-4,-,EX,EX,"67,90","63,00",,,IGI,530212741,,,,,,,,,,8.36,8.22,5.58,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,80",SI1,G,,,,"732,00","2049,60",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGI01E-2,-,VG,EX,"65,10","64,00",,,IGI,445055324,,,,,,,,,,8.24,7.9,5.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,71",VS2,E,,,,"990,00","2682,90",,,,,,,,http://diamond360view.com/media/upload/MS-2640.html,-,EX,EX,"66,10","66,00",,,IGI,542238124,,,,,,,,,,9.7,7.41,4.9,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,70",VS2,H,,,,"720,00","1944,00",,,,,,,,http://diamond360view.com/media/upload/SJ-10J-7.html,-,VG,EX,"69,30","63,00",,,IGI,517226263,,,,,,,,,,9.27,7.46,5.17,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,70",VS1,E,,,,"1080,00","2916,00",,,,,,,,http://diamond360view.com/media/upload/SJ-16G-9.html,-,EX,EX,"68,30","59,00",,,IGI,541284351,,,,,,,,,,9.46,7.42,05.07,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,63",SI1,F,,,,"759,00","1996,17",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEH27A-6,-,EX,EX,"70,50","62,50",,,IGI,534266924,,,,,,,,,,9.31,7.36,5.19,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,58",VVS2,G,,,,"948,75","2447,78",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP14P-12,-,EX,EX,"70,00","63,50",,,IGI,547264119,,,,,,,,,,7.87,7.77,5.44,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,47",VS1,G,,,,"891,25","2201,39",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP02B-5,-,EX,EX,"67,80","64,00",,,IGI,533221489,,,,,,,,,,7.89,7.73,5.24,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,43",VS2,G,,,,"833,75","2026,01",,,,,,,,,-,EX,EX,"69,10","63,00",,,IGI,536206399,,,,,,,,,,7.85,7.68,5.31,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,05",VS1,E,,,,"945,00","1937,25",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG22B-6,-,EX,EX,"65,70","63,50",,,IGI,541284379,,,,,,,,,,7.75,07.09,4.66,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,05",VS1,G,,,,"891,25","1827,06",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP02J-15,-,EX,EX,"69,40","63,00",,,GIA,7432751965,,,,,,,,,,7.31,7.29,05.05,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,05",VS1,E,,,,"945,00","1937,25",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LGS12A-877,-,EX,EX,"64,60","65,50",,,IGI,544273027,,,,,,,,,,7.41,7.29,4.71,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,03",VVS2,F,,,,"1035,00","2101,05",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGX46B-9,-,EX,EX,"69,60","63,00",,,GIA,6381854868,,,,,,,,,,8.11,6.87,4.78,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,03",VS1,E,,,,"945,00","1918,35",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG22B-2,-,EX,EX,"66,90","61,00",,,IGI,541285017,,,,,,,,,,7.96,6.89,4.61,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,03",VS2,G,,,,"761,25","1545,34",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP03C-7,-,EX,EX,"68,70","62,50",,,IGI,536286334,,,,,,,,,,8.45,6.87,4.72,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,02",VS2,D,,,,"1006,25","2032,63",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LRA23D-2,-,EX,EX,"66,60","60,00",,,GIA,6422111566,,,,,,,,,,7.44,7.29,4.86,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,01",VS2,F,,,,"813,75","1635,64",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG20F-18,-,EX,EX,"67,50","62,50",,,IGI,539218757,,,,,,,,,,7.72,07.07,4.77,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,00",SI1,F,,,,"693,00","1386,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGTBY-4,-,EX,VG,"68,30","64,00",,,IGI,LG11241603,,,,,,,,,,7.15,6.75,4.61,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,00",VS1,E,,,,"945,00","1890,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG22B-3,-,EX,EX,"64,80","65,00",,,IGI,541285051,,,,,,,,,,7.94,6.98,4.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,00",VS1,G,,,,"813,75","1627,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG20E-13,-,EX,EX,"64,30","67,50",,,IGI,544241458,,,,,,,,,,8.34,6.89,4.43,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,95",VS1,F,,,,"945,50","1843,73",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP02F-10,-,EX,EX,"68,80","63,00",,,IGI,533213828,,,,,,,,,,7.23,7.21,4.96,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,75",VS2,D,,,,"992,00","1736,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LQB01F-6,-,EX,EX,"68,70","62,00",,,GIA,5403791290,,,,,,,,,,07.03,6.87,4.72,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,73",VS1,D,,,,"1088,00","1882,24",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGL71C-5,-,EX,EX,"68,40","63,00",,,GIA,6401725840,,,,,,,,,,7.1,6.87,4.7,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,70",SI1,D,,,,"880,00","1496,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGL71H-3,-,EX,EX,"65,60","62,00",,,GIA,1405696831,,,,,,,,,,07.06,6.91,4.53,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,70",VS1,H,,,,"712,50","1211,25",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP151A-10,-,EX,EX,"67,50","63,50",,,IGI,544241505,,,,,,,,,,6.84,6.83,4.61,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,55",VVS2,I,,,,"574,00","889,70",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP167B-13,-,EX,EX,"68,70","62,00",,,IGI,546297789,,,,,,,,,,6.62,6.62,4.55,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,53",VS2,G,,,,"728,00","1113,84",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG20G-13,-,EX,EX,"68,70","67,50",,,IGI,541249897,,,,,,,,,,7.31,6.32,4.34,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,53",VS2,E,,,,"826,00","1263,78",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG20H-14,-,EX,EX,"69,40","60,00",,,IGI,538299964,,,,,,,,,,7.19,6.28,4.36,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,52",SI2,E,,,,"602,00","915,04",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGL55M-9,-,EX,EX,"70,10","61,00",,,IGI,478125408,,,,,,,,,,7.25,06.06,4.25,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,52",SI1,E,,,,"735,00","1117,20",,,,,,,,,-,EX,EX,"68,70","62,50",,,IGI,536286296,,,,,,,,,,7.96,6.14,4.22,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,51",SI1,E,,,,"735,00","1109,85",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LPF06T-6,-,EX,EX,"69,90","63,50",,,IGI,536269216,,,,,,,,,,7.66,6.17,4.31,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,51",VS2,F,,,,"784,00","1183,84",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG20G-11,-,EX,EX,"63,50","63,50",,,IGI,541249918,,,,,,,,,,07.04,6.42,4.15,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,51",VS1,G,,,,"784,00","1183,84",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LPF06Q-10,-,EX,EX,"70,10","60,00",,,IGI,536269215,,,,,,,,,,08.06,06.02,4.22,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,51",SI1,E,,,,"787,50","1189,13",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LRA09A-17,-,EX,EX,"69,70","63,00",,,GIA,1413721358,,,,,,,,,,6.54,6.51,4.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,50",VVS2,G,,,,"819,00","1228,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP113C-10,-,EX,EX,"66,80","61,50",,,IGI,532273793,,,,,,,,,,6.64,6.6,4.41,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
