Stock #,Availability,Shape,Weight,Clarity,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Price,Total Price,Discount Percent,Image Link,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Video Link,Cut Grade,Polish,Symmetry,Depth Percent,Table Percent,Fluorescence Intensity,Fluorescence Color,Lab,Certificate #,Certificate Url,Cert Comment,Culet Condition,Culet Size,Girdle Percent,Girdle Condition,Girdle Thick,Girdle Thin,Measurements,Measurements Depth,Measurements Length,Measurements Width,Milky,Pavilion Depth,BGM,Crown Height,Crown Angle,Pavilion Angle,Laser Inscription,Member Comments,Pair,H&A,City,State,Country,Stock Number for Matching Pair,Share Access,Eye Clean,Featured,Table Open,Crown Open,Girdle Open,Star Length,Type,Tinge,Luster,Black Inclusion,Location of Black,Table Inclusion,Key To Symbol,Surface Graining,Internal Graining,Inclusion Pattern,Diamond Origin Report,Short Title,Arrival Date,Growth Type
,Yes,Emerald,"2,49",VS2,F,,,,"968,75","2412,19",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFF07B-1,-,EX,EX,"69,70","63,00",,,GIA,1443524842,,,,,,,,,,9.31,6.23,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,42",VS1,G,,,,"891,25","2156,83",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHK03E-12,-,EX,EX,"69,60","59,50",,,IGI,534263894,,,,,,,,,,9.27,6.16,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,42",VS1,G,,,,"891,25","2156,83",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP17Q-10,-,EX,EX,"67,80","62,00",,,IGI,551207476,,,,,,,,,,9.19,6.36,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,41",VVS2,D,,,,"1312,50","3163,13",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07S-3,-,EX,EX,"71,00","63,00",,,GIA,2448669651,,,,,,,,,,9.23,06.09,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,40",VS1,D,,,,"1187,50","2850,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA05B-4,-,EX,EX,"69,50","62,00",,,GIA,2446206510,,,,,,,,,,9.25,6.16,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,38",VS1,D,,,,"1092,50","2600,15",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA10P-6,-,EX,EX,"69,50","63,00",,,GIA,6445862812,,,,,,,,,,9.16,6.13,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,38",VVS2,E,,,,"1121,25","2668,58",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07Q-10,-,EX,EX,"69,80","63,00",,,GIA,6445322179,,,,,,,,,,09.01,6.23,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,37",VS1,D,,,,"1092,50","2589,23",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LLA10O-8,-,EX,EX,"69,40","63,00",,,GIA,3445519207,,,,,,,,,,9.11,6.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,37",VS1,E,,,,"1035,00","2452,95",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07M-12,-,EX,EX,"69,20","64,00",,,GIA,6441302773,,,,,,,,,,09.07,6.21,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,36",VS1,F,,,,"977,50","2306,90",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07B-11,-,EX,EX,"69,90","62,00",,,GIA,1447617822,,,,,,,,,,8.98,6.21,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,36",VVS2,G,,,,"948,75","2239,05",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07Q-13,-,EX,EX,"69,80","62,00",,,GIA,7442397925,,,,,,,,,,8.98,6.2,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,36",SI1,D,,,,"792,75","1870,89",,,,,,,,https://agensolution.co.in/newproductdetail.php?rndcode=LLA10V-11,-,EX,EX,"35,20","60,50",,,IGI,550268391,,,,,,,,,,9.3,6.11,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,33",VVS2,F,,,,"1035,00","2411,55",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07M-8,-,EX,EX,"69,70","62,00",,,GIA,6442238932,,,,,,,,,,8.96,6.19,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,32",SI1,J,,,,"404,25","937,86",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG09B-6,-,EX,EX,"70,40","61,00",,,IGI,517285444,,,,,,,,,,09.09,06.04,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,31",VS1,D,,,,"1092,50","2523,68",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07M-11,-,EX,EX,"69,50","63,00",,,GIA,7446365112,,,,,,,,,,8.92,6.16,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,25",VS1,F,,,,"977,50","2199,38",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP11G-8,-,EX,EX,"70,30","64,00",,,GIA,3445615386,,,,,,,,,,8.94,06.06,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,24",VS1,G,,,,"813,75","1822,80",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP06AD-8,-,EX,EX,"69,40","62,50",,,IGI,541256246,,,,,,,,,,8.93,06.08,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,23",SI2,G,,,,"592,25","1320,72",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LBA08A-1,-,EX,EX,"69,10","64,00",,,GIA,2417433067,,,,,,,,,,09.06,06.06,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,17",VS1,D,,,,"1092,50","2370,73",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA10F-12,-,EX,EX,"69,30","64,00",,,GIA,7442615461,,,,,,,,,,8.78,06.04,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,16",VS2,G,,,,"761,25","1644,30",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEQ10N-1,-,EX,EX,"69,40","62,00",,,IGI,516243902,,,,,,,,,,8.76,06.04,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,14",VS1,E,,,,"1035,00","2214,90",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LFF07G-11,-,EX,EX,"69,30","64,00",,,GIA,6442615474,,,,,,,,,,8.65,06.03,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,12",VVS2,G,,,,"866,25","1836,45",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP15D-6,-,EX,EX,"70,50","64,50",,,IGI,547261045,,,,,,,,,,8.59,5.99,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,12",VS2,F,,,,"813,75","1725,15",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFF07K-13,-,EX,EX,"68,80","63,50",,,IGI,544251750,,,,,,,,,,8.71,06.02,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,11",SI1,I,,,,"488,25","1030,21",,,,,,,,,,EX,EX,"69,50","64,00",,,IGI,524246035,,,,,,,,,,09.04,5.84,04.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,10",SI1,G,,,,"640,50","1345,05",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG17D-7,-,EX,EX,"69,90","63,50",,,IGI,544241469,,,,,,,,,,8.71,5.89,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,09",SI1,G,,,,"701,50","1466,14",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LGG14B-4,-,EX,EX,"68,30","63,00",,,GIA,5423019607,,,,,,,,,,8.62,06.06,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,09",SI1,G,,,,"640,50","1338,65",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA05M-2,-,EX,EX,"68,40","62,00",,,IGI,534238141,,,,,,,,,,8.87,5.91,04.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,08",VS1,H,,,,"682,50","1419,60",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP17K-11,-,EX,EX,"67,40","63,50",,,IGI,551207663,,,,,,,,,,8.72,06.02,04.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,07",VS2,J,,,,"420,00","869,40",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LGS12A-297,,EX,EX,"70,80","63,50",,,IGI,528235750,,,,,,,,,,8.55,5.86,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,06",SI2,F,,,,"567,00","1168,02",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEA45A-3,-,EX,EX,"69,40","62,50",,,IGI,530295501,,,,,,,,,,8.8,5.85,04.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,06",SI1,I,,,,"488,25","1005,80",,,,,,,,,-,EX,EX,"66,00","61,50",,,IGI,530216097,,,,,,,,,,8.89,06.03,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,06",SI1,I,,,,"488,25","1005,80",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHK05B-10,-,EX,EX,"68,80","67,50",,,IGI,534238138,,,,,,,,,,8.65,5.97,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,04",SI1,H,,,,"582,75","1188,81",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LAA65A-7,-,EX,EX,"69,30","62,50",,,IGI,520273259,,,,,,,,,,8.74,5.84,04.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,04",SI1,F,,,,"693,00","1413,72",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LLA10V-3,-,EX,EX,"70,00","62,50",,,IGI,546216459,,,,,,,,,,8.74,5.84,04.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,03",I1,J,,,,"236,25","479,59",,,,,,,,https://03368bc.netsolhost.com/v360/vision360.html?d=LGHV-5,,VG,VG,"69,70","69,50",,,IGI,LG11109406,,,,,,,,,,8.36,5.91,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,03",SI1,Lgt.Yell.Gray,,,,"0,00","0,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGIAC-10,-,VG,VG,"68,30","66,50",,,IGI,LG11214917,,,,,,,,,,7.91,5.87,04.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,03",SI1,F,,,,"693,00","1406,79",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGH95A-11,-,EX,EX,"69,00","63,50",,,IGI,512230659,,,,,,,,,,8.66,5.9,04.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,02",VS1,G,,,,"813,75","1643,78",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHG20C-1,-,EX,EX,"70,70","64,50",,,IGI,544251812,,,,,,,,,,8.28,5.91,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,02",VS2,G,,,,"761,25","1537,73",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFF07I-13,-,EX,EX,"71,10","63,50",,,IGI,544254122,,,,,,,,,,8.24,5.91,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",SI2,I,,,,"467,25","939,17",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGHDQ-1,-,EX,VG,"68,40","63,50",,,IGI,440000452,,,,,,,,,,8.42,5.8,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",VS2,F,,,,"813,75","1635,64",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP139C-5,-,EX,EX,"69,90","61,50",,,IGI,539216928,,,,,,,,,,8.55,5.84,04.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",VS1,H,,,,"682,50","1371,83",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP148C-6,-,EX,EX,"64,50","64,50",,,IGI,541254992,,,,,,,,,,8.52,5.93,04.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",SI1,F,,,,"693,00","1392,93",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LFF07C-15,-,EX,EX,"68,20","64,50",,,IGI,542235917,,,,,,,,,,8.67,5.91,04.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",VS1,H,,,,"682,50","1371,83",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP17G-26,-,EX,EX,"69,60","60,50",,,IGI,551207716,,,,,,,,,,8.66,5.85,04.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",VS2,I,,,,"509,25","1023,59",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP141B-10,-,EX,EX,"70,20","65,00",,,IGI,544262882,,,,,,,,,,8.31,5.9,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,01",SI2,I,,,,"467,25","939,17",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LGS12A-296,,EX,EX,"69,50","64,00",,,IGI,528235749,,,,,,,,,,8.75,5.77,04.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,00",VS2,G,,,,"761,25","1522,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG20C-6,-,EX,EX,"66,20","68,00",,,IGI,547257298,,,,,,,,,,8.17,5.85,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"2,00",SI1,I,,,,"488,25","976,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LLA05B-11,-,EX,EX,"68,80","62,00",,,IGI,530214279,,,,,,,,,,8.72,5.83,04.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,99",VS2,I,,,,"589,00","1172,11",,,,,,,,http://diamond360view.com/media/upload/SJ-11F-13.html,-,EX,VG,"68,20","65,00",,,IGI,520210231,,,,,,,,,,8.8,5.81,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,94",VS2,H,,,,"705,25","1368,19",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHR04A-8,-,EX,EX,"69,90","63,50",,,IGI,550231880,,,,,,,,,,8.49,5.75,04.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,91",VS1,D,,,,"1054,00","2013,14",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA10E-10,-,EX,EX,"69,90","63,50",,,IGI,544283265,,,,,,,,,,8.33,5.81,04.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,90",VS1,G,,,,"868,00","1649,20",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP137C-7,-,EX,EX,"69,30","63,50",,,IGI,538299987,,,,,,,,,,8.35,5.77,03.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,88",VS1,G,,,,"840,00","1579,20",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP05B-14,-,EX,EX,"69,10","63,50",,,IGI,541294541,,,,,,,,,,8.48,5.73,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,87",VS2,E,,,,"885,00","1654,95",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA10E-9,-,EX,EX,"70,80","60,00",,,IGI,546230417,,,,,,,,,,8.21,5.78,04.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,87",VS2,G,,,,"780,00","1458,60",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP09J-14,-,EX,EX,"67,70","63,00",,,IGI,539218872,,,,,,,,,,8.47,5.79,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,86",SI1,H,,,,"637,50","1185,75",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP133B-6,-,EX,EX,"68,80","61,50",,,IGI,542210509,,,,,,,,,,8.52,5.67,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,84",VS2,F,,,,"840,00","1545,60",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP04V-7,-,EX,EX,"63,50","63,50",,,IGI,541254990,,,,,,,,,,8.33,5.67,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,84",VS2,E,,,,"885,00","1628,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA10E-15,-,EX,EX,"68,80","63,50",,,IGI,546230418,,,,,,,,,,8.26,5.77,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,83",VS2,G,,,,"780,00","1427,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP13I-2,-,EX,EX,"68,10","64,00",,,IGI,550227818,,,,,,,,,,8.3,5.71,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,82",VS2,H,,,,"682,50","1242,15",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP57A-32,,EX,EX,"65,90","67,50",,,IGI,526275082,,,,,,,,,,8.6,5.69,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,81",VS1,D,,,,"1020,00","1846,20",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP152B-6,-,EX,EX,"70,40","63,50",,,IGI,544280306,,,,,,,,,,8.18,5.68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,80",VS2,H,,,,"728,00","1310,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP30C-2,-,EX,EX,"70,00","63,00",,,GIA,6421223946,,,,,,,,,,8.18,5.67,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,80",VS2,G,,,,"780,00","1404,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP05E-12,-,EX,EX,"70,40","63,00",,,IGI,538201857,,,,,,,,,,8.31,5.6,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,79",SI1,F,,,,"742,50","1329,08",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG17D-6,-,EX,EX,"71,00","59,50",,,IGI,547233520,,,,,,,,,,8.37,5.51,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,75",SI1,G,,,,"690,00","1207,50",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP103B-4,,EX,EX,"69,90","62,50",,,IGI,526285972,,,,,,,,,,8.17,5.61,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,74",VS2,G,,,,"780,00","1357,20",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP87B-5,-,EX,EX,"67,70","64,00",,,IGI,530214277,,,,,,,,,,8.32,5.66,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,74",VS1,E,,,,"960,00","1670,40",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP139B-9,-,EX,EX,"69,90","64,50",,,IGI,537216064,,,,,,,,,,8.12,5.58,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,73",VVS2,H,,,,"792,00","1370,16",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP14B-10,-,EX,EX,"69,90","66,00",,,GIA,5423483087,,,,,,,,,,8.1,5.58,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,73",VS2,G,,,,"780,00","1349,40",,,,,,,,https://agensolution.co.in/newproductdetail.php?rndcode=LEP159A-3,-,EX,EX,"65,60","64,50",,,IGI,549295848,,,,,,,,,,8.41,5.58,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,72",SI1,H,,,,"637,50","1096,50",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP71B-6,-,EX,EX,"69,60","63,50",,,IGI,533200096,,,,,,,,,,8.24,5.56,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,72",VS2,G,,,,"780,00","1341,60",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP87B-6,-,EX,EX,"69,10","62,00",,,IGI,532263169,,,,,,,,,,8.11,5.63,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,72",SI1,F,,,,"742,50","1277,10",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LHK03B-4,-,EX,EX,"70,00","64,00",,,IGI,524242887,,,,,,,,,,08.09,5.54,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,72",VS1,G,,,,"840,00","1444,80",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP14L-1,-,EX,EX,"70,30","62,00",,,IGI,546214274,,,,,,,,,,8.3,5.48,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,72",VS1,G,,,,"840,00","1444,80",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG24D-10,-,EX,EX,"65,90","65,00",,,IGI,547247320,,,,,,,,,,8.18,5.6,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,71",VS1,F,,,,"915,00","1564,65",,,,,,,,,-,EX,EX,"69,10","65,50",,,IGI,529244647,,,,,,,,,,8.16,5.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,71",VS2,F,,,,"840,00","1436,40",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG17B-1,-,EX,EX,"37,40","64,00",,,IGI,551274237,,,,,,,,,,8.22,5.54,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",SI1,G,,,,"690,00","1173,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP74A-4,-,EX,EX,"68,50","62,50",,,IGI,532263170,,,,,,,,,,8.34,5.52,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS1,H,,,,"712,50","1211,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LEP87B-9,-,EX,EX,"66,70","62,50",,,IGI,536286388,,,,,,,,,,8.36,5.59,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS1,H,,,,"712,50","1211,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LGS60M-4,-,EX,EX,"69,40","61,00",,,IGI,537255269,,,,,,,,,,8.36,5.45,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS2,G,,,,"780,00","1326,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP17I-1,-,EX,EX,"67,90","63,50",,,IGI,550231831,,,,,,,,,,8.31,5.57,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS2,G,,,,"780,00","1326,00",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LLA01A-6,,EX,EX,"67,70","57,50",,,IGI,502156875,,,,,,,,,,8.33,5.51,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS2,H,,,,"682,50","1160,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LKP16M-15,-,EX,EX,"71,20","65,00",,,IGI,550231827,,,,,,,,,,08.05,5.48,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,70",VS1,G,,,,"840,00","1428,00",,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LEP104B-10,-,EX,EX,"67,00","65,00",,,IGI,530295541,,,,,,,,,,8.35,5.58,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Emerald,"1,69",VVS2,G,,,,"819,00","1384,11",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=LHG24F-9,-,EX,EX,"68,40","64,50",,,IGI,551290964,,,,,,,,,,8.37,5.51,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
