Stock #,Availability,Shape,Weight,Clarity,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Price,Total Price,Discount Percent,Image Link,Image Link 2,Image Link 3,Image Link 4,Image Link 5,Image Link 6,Video Link,Cut Grade,Polish,Symmetry,Depth Percent,Table Percent,Fluorescence Intensity,Fluorescence Color,Lab,Certificate #,Certificate Url,Cert Comment,Culet Condition,Culet Size,Girdle Percent,Girdle Condition,Girdle Thick,Girdle Thin,Measurements,Measurements Depth,Measurements Length,Measurements Width,Milky,Pavilion Depth,BGM,Crown Height,Crown Angle,Pavilion Angle,Laser Inscription,Member Comments,Pair,H&A,City,State,Country,Stock Number for Matching Pair,Share Access,Eye Clean,Featured,Table Open,Crown Open,Girdle Open,Star Length,Type,Tinge,Luster,Black Inclusion,Location of Black,Table Inclusion,Key To Symbol,Surface Graining,Internal Graining,Inclusion Pattern,Diamond Origin Report,Short Title,Arrival Date,Growth Type
,Yes,Oval,"1,28",VS2,I,,,,700,896,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA96A-1,EX,EX,EX,"63,2",59,,,GCAL,322500090,,,,,,,,,,8.7,5.1,3.86,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,33",SI2,Fancy Light Blue,,,,900,1197,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA65A-1,VG,VG,VG,"64,6",60,,,GCAL,321800043,,,,,,,,,,8.76,6.13,3.96,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,35",SI2,I,,,,700,945,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA40A-1,EX,EX,EX,"66,7",62,,,GCAL,321800045,,,,,,,,,,6.46,6.42,4.29,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,35",VS1,G,,,,700,945,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA147A-1,EX,EX,EX,"59,6",59,,,GCAL,322430076,,,,,,,,,,7.2,7.22,4.3,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,4",VVS2,Fancy Blue,,,,1300,1820,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA55A-1,VG,VG,VG,"69,7",61,,,GCAL,321800046,,,,,,,,,,6.48,6.40,4.46,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,5",VS2,Fancy Intense Blue,,,,1000,1500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA66A-1,EX,EX,EX,"60,3",62,,,GCAL,321920298,,,,,,,,,,10.31,6.35,3.83,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,5",SI2,Fancy Light Blue,,,,900,1350,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa68a-1,EX,EX,EX,"62,7",60,,,GCAL,321860316,,,,,,,,,,9.20,6.46,04.05,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"1,5",SI2,Fancy Light Blue,,,,900,1350,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa30a-1,EX,VG,VG,"68,7",64,,,GCAL,321860333,,,,,,,,,,6.64,6.48,4.45,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,5",SI1,Fancy Deep Blue,,,,900,1350,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa13a-2,EX,VG,VG,"64,5",59,,,GCAL,321860327,,,,,,,,,,10.03,06.06,3.91,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,5",VS1,I,,,,700,1050,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA83A-1,VG,EX,VG,"60,7",60,,,GCAL,321920289,,,,,,,,,,9.30,6.42,3.90,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,5",VS2,Fancy Light Blue,,,,1000,1500,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA49A-1,VG,EX,VG,"63,6",63,,,GCAL,322140721,,,,,,,,,,9.17,6.44,4.1,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,51",VS2,H,,,,700,1057,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA90A-1,EX,EX,EX,"61,8",61,,,GCAL,321920290,,,,,,,,,,9.24,6.45,3.98,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,52",SI1,I,,,,700,1064,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa75a-1,EX,EX,EX,"62,6",58,,,GCAL,321860328,,,,,,,,,,10.18,6.40,04.01,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"1,53",SI1,I,,,,700,1071,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa51a-201,EX,VG,VG,"63,4",61,,,GCAL,321860330,,,,,,,,,,11.92,5.94,3.77,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,53",VS2,G,,,,700,1071,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA94A-1,EX,EX,EX,"62,2",57,,,GCAL,321920299,,,,,,,,,,10.04,6.41,3.99,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,56",VS2,G,,,,700,1092,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa86a-1,ID,EX,EX,"60,3",58,,,GCAL,321860305,,,,,,,,,,7.47,7.51,4.52,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,56",VS2,Fancy Light Blue,,,,1000,1560,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa58a-1,EX,EX,EX,"60,1",58,,,GCAL,321860306,,,,,,,,,,7.52,7.55,4.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,56",VS2,H,,,,700,1092,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA137A-1,EX,EX,EX,"61,9",57,,,GCAL,322560716,,,,,,,,,,7.42,7.45,4.6,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,57",VS1,H,,,,700,1099,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA25A-1,-,EX,EX,"62,9","60,5",,,IGI,533200084,,,,,,,,,,9.26,6.52,4.10,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,58",VVS2,Fancy Light Blue,,,,1300,2054,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa57a-1,EX,EX,EX,"62,4",57,,,GCAL,321860307,,,,,,,,,,7.40,7.44,4.64,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,61",VS1,Fancy Blue,,,,1000,1610,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA135A-1,VG,VG,EX,"62,7",60,,,GCAL,322500091,,,,,,,,,,9.68,05.01,04.07,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"1,62",VS1,Fancy Blue,,,,1000,1620,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA47A-1,EX,EX,EX,"69,6",61,,,GCAL,321800055,,,,,,,,,,08.06,5.40,3.76,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,"1,7",SI1,H,,,,700,1190,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa43a-1,EX,VG,VG,"65,7",58,,,GCAL,321860331,,,,,,,,,,11.94,06.03,3.96,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,7",VVS1,G,,,,900,1530,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA11A-1,-,EX,EX,"63,2",61,,,IGI,533200092,,,,,,,,,,9.47,6.68,4.22,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"1,72",SI1,I,,,,700,1204,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA24A-1,EX,EX,EX,"61,5",55,,,GCAL,321800058,,,,,,,,,,7.67,7.72,4.74,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"1,84",VVS1,Fancy Blue,,,,1300,2392,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa77a-1,EX,EX,EX,"61,9",61,,,GCAL,321860329,,,,,,,,,,10.78,6.87,4.26,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"1,91",VS1,Fancy Light Blue,,,,1000,1910,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA54A-1,EX,EX,EX,"62,2",60,,,GCAL,321800044,,,,,,,,,,10.29,6.88,4.28,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,2,VS2,H,,,,700,1400,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA48A-1,EX,EX,EX,"62,2",56,,,GCAL,321800059,,,,,,,,,,8.3,08.08,05.02,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,2,VVS1,H,,,,900,1800,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa89a-1,EX,EX,EX,"62,9",60,,,GCAL,321860317,,,,,,,,,,10.13,07.04,4.43,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,2,SI2,J,,,,700,1400,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA105A-1,EX,EX,EX,"59,6",59,,,GCAL,321920259,,,,,,,,,,8.19,8.22,4.89,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,2,VS2,Fancy Blue,,,,1000,2000,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA107A-1,EX,EX,EX,"61,8",62,,,GCAL,322140722,,,,,,,,,,9.1,07.02,4.34,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Marquise,2,VS2,Fancy Light Blue,,,,1000,2000,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA60A-1,-,EX,EX,62.40,61.00,,,IGI,542200319,,,,,,,,,,12.86,6.51,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Oval,"2,01",VS2,Fancy Intense Blue,,,,1000,2010,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA78A-2,EX,EX,EX,"64,2",61,,,GCAL,322140723,,,,,,,,,,10.32,6.94,4.45,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,07",VS2,I,,,,700,1449,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA44A-1,EX,EX,EX,62,59,,,GCAL,322150281,,,,,,,,,,10.72,7.15,4.40,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,08",VVS2,I,,,,900,1872,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA63A-1,EX,EX,EX,"62,4",61,,,GCAL,322150282,,,,,,,,,,10.28,7.22,4.46,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,08",VVS1,G,,,,900,1872,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA09A-1,ID,EX,EX,60,59,,,IGI,532250197,,,,,,,,,,8.29,8.31,4.98,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,08",VS2,G,,,,700,1456,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA139A-1,EX,EX,VG,"69,3",62,,,GCAL,322560715,,,,,,,,,,7.33,7.3,05.06,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,09",SI1,G,,,,700,1463,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA150A-1,EX,EX,VG,"61,6",60,,,GCAL,322690198,,,,,,,,,,10.62,7.13,4.39,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Princess,"2,1",SI1,G,,,,700,1470,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa64a-1,EX,EX,VG,"73,5",69,,,GCAL,321860334,,,,,,,,,,6.92,6.88,05.05,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,12",VS1,G,,,,700,1484,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA143A-1,ID,EX,EX,"61,8",56,,,GCAL,322560717,,,,,,,,,,8.21,8.25,05.09,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,13",SI2,H,,,,700,1491,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA17A-1,EX,EX,VG,63,59,,,GCAL,321930138,,,,,,,,,,10.54,7.16,4.51,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,16",SI2,Fancy Light Blue,,,,900,1944,,,,,,,,,ID,EX,EX,62.10,58.50,,,IGI,542200315,,,,,,,,,,8.20,8.26,5.11,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,19",VS2,H,,,,700,1533,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa74a-1,ID,EX,EX,"62,2",56,,,GCAL,321860309,,,,,,,,,,8.30,8.32,5.17,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,19",VS1,I,,,,700,1533,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa73a-1,EX,EX,EX,62,60,,,GCAL,321860318,,,,,,,,,,10.58,7.30,4.53,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Pear,"2,26",VS2,I,,,,700,1582,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA91A-1,VG,EX,VG,"63,2",61,,,GCAL,321990335,,,,,,,,,,11.68,7.18,4.54,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,26",VS1,Fancy Light Blue,,,,1000,2260,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA14A-1,EX,EX,EX,63,59,,,GCAL,322150283,,,,,,,,,,10.62,7.32,4.59,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"2,29",VS2,I,,,,700,1603,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA103A-1,VG,EX,VG,"67,4",62,,,GCAL,321920252,,,,,,,,,,7.74,7.66,5.16,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,36",VS2,G,,,,700,1652,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA136A-1,VG,VG,EX,"61,9",56,,,GCAL,322690191,,,,,,,,,,8.51,7.1,5.28,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"2,44",VS1,G,,,,700,1708,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA87A-1,VG,EX,VG,"60,9",59,,,GCAL,321920260,,,,,,,,,,8.66,8.71,5.29,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"2,67",VS2,I,,,,582,"1553,94",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa08a-1,EX,EX,EX,"63,3",60,,,GCAL,321860319,,,,,,,,,,11.07,7.76,4.91,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,3,SI2,I,,,,720,2160,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa88a-1,EX,EX,EX,"62,3",60,,,GCAL,321860320,,,,,,,,,,11.62,8.11,05.05,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,3,VS2,Fancy Light Blue,,,,900,2700,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA106A-1,EX,EX,EX,62.60,55.50,,,IGI,542200312,,,,,,,,,,9.19,9.24,5.77,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,01",VS2,I,,,,620,"1866,2",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA06A-1,EX,EX,EX,"60,5",58,,,GCAL,322150284,,,,,,,,,,9.36,9.39,5.66,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"3,01",VS1,Fancy Blue,,,,800,2408,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA112A-1,ID,EX,EX,"69,5",63,,,GCAL,322650194,,,,,,,,,,9.85,6.7,4.65,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"3,08",VVS2,Fancy Blue,,,,800,2464,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=LKP05AE-1,-,EX,EX,62.60,59.50,,,IGI,542200317,,,,,,,,,,12.47,8.77,5.49,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Cushion,"3,09",VS2,H,,,,720,"2224,8",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA114A-1,ID,EX,EX,"67,2",64,,,GCAL,322690192,,,,,,,,,,8.53,8.41,5.65,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,12",SI1,Fancy Light Blue,,,,800,2496,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA70A-1,ID,EX,EX,62.00,57.50,,,IGI,542200313,,,,,,,,,,9.28,9.34,5.78,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,"3,13",VS1,I,,,,850,"2660,5",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA92A-1,VG,EX,VG,"69,4",63,,,GCAL,322070026,,,,,,,,,,9.89,6.82,4.74,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,18",I1,I,,,,342,"1087,56",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA113A-1,EX,EX,EX,"60,2",59,,,GCAL,322650189,,,,,,,,,,9.49,9.53,5.72,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"3,19",SI2,Fancy Intense Blue,,,,750,"2392,5",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA78A-1,ID,EX,EX,"62,9",60,,,GCAL,322140733,,,,,,,,,,11.79,8.26,5.2,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"3,2",VS1,H,,,,1000,3200,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa51a-1,EX,EX,EX,"64,1",58,,,GCAL,321860321,,,,,,,,,,11.98,08.09,5.18,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,23",SI2,I,,,,690,"2228,7",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA93A-1,ID,EX,EX,"61,8",56,,,GCAL,321920261,,,,,,,,,,9.47,9.50,5.86,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,25",VS2,J,,,,750,"2437,5",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA102A-1,EX,EX,EX,"61,9",56,,,GCAL,321920262,,,,,,,,,,9.49,9.53,5.88,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"3,52",VVS1,G,,,,1650,5808,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA148A-1,ID,EX,EX,"62,4",60,,,GCAL,322650197,,,,,,,,,,12.18,8.56,4.1,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"3,71",VS1,H,,,,1175,"4359,25",,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA104A-1,ID,EX,EX,"61,8",56,,,GCAL,322070022,,,,,,,,,,9.91,9.93,6.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"3,73",SI2,Fancy Intense Blue,,,,1000,3730,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA46A-1,-,EX,EX,62.80,59.50,,,IGI,542200318,,,,,,,,,,12.49,8.68,5.45,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Emerald,4,VS1,Fancy Light Blue,,,,1000,4000,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=ZAA80A-1,EX,EX,VG,"70,6",63,,,GCAL,322070027,,,,,,,,,,10.89,7.28,5.14,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,4,SI1,I,,,,990,3960,,,,,,,,https://mediassests.s3.amazonaws.com/V360/Vision360.html?d=zaa79a-1,VG,VG,EX,"62,1",61,,,GCAL,321860322,,,,,,,,,,12.71,8.95,5.56,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Oval,"4,11",I1,Fancy Intense Blue,,,,1000,4110,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA62A-1,-,EX,EX,62.90,58.00,,,IGI,542200316,,,,,,,,,,12.79,09.03,5.68,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
,Yes,Round,"5,58",SI1,Fancy Light Blue,,,,1300,7254,,,,,,,,https://03368bc.netsolhost.com/videos/vision360.html?d=ZAA76A-1,ID,EX,EX,62.10,55.50,,,IGI,542200314,,,,,,,,,,11.35,11.39,7.6,,,,,,,,,,,,,USA,,,,,,,,,,,,,,,,,,,,,,HPHT
